Sales.Id;Sales.date;Sales.price;Sales.property_type;Sales.surface;Sales.longitude;Sales.latitude;Sales.postcodes;Sales.area;Sales.bathrooms;Sales.beds;Sales.ber_id;Sales.parking;Sales.description;Sales.central_heating;Sales.alarm;Sales.gas_heating;Sales.oil_heating;attic.conversion;ensuites;PriceHistory.date0;PriceHistory.price0;PriceHistory.date1;PriceHistory.price1;PriceHistory.date2;PriceHistory.price2;PriceHistory.date3;PriceHistory.price3;PriceHistory.date4;PriceHistory.price4;PriceHistory.date5;PriceHistory.price5;PriceHistory.date6;PriceHistory.price6;PriceHistory.date7;PriceHistory.price7;PriceHistory.date8;PriceHistory.price8;PriceHistory.date9;PriceHistory.price9;PriceHistory.date10;PriceHistory.price10;PriceHistory.date11;PriceHistory.price11;PriceHistory.date12;PriceHistory.price12;PriceHistory.date13;PriceHistory.price13;PriceHistory.date14;PriceHistory.price14;PriceHistory.date15;PriceHistory.price15
270292;"2017-10-09 00:00:00;"145000;"Residential Sale;"129.1;"-8.6824418;"52.3544268;";"Doneraile;"2;"3;"B2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274397;"2017-10-26 00:00:00;"150000;"Residential Sale;"129.1;"-8.74286;"52.16734;";"Doneraile;"2;"3;"B2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276905;"2017-11-16 00:00:00;"155000;"Residential Sale;"129.1;"-9.4595708;"51.5631096;"P81 A218;"Doneraile;"2;"3;"B2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268055;"2017-09-28 00:00:00;"241500;"Residential Sale;"115.0;"-8.4930875;"51.9044842;";"Gurranabraher;"3;"3;"B3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258325;"2017-06-13 00:00:00;"95000;"Residential Sale;"91.0;"-6.4602719;"52.3365693;";"Duncannon;"1;"5;"E2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272120;"2017-10-19 00:00:00;"125000;"Residential Sale;"88.0;"-9.28908;"53.866186;";"Castlegar;"1;"3;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258736;"2017-07-13 00:00:00;"390000;"Residential Sale;"110.0;"-6.0692134;"53.1259899;"A63 XF50;"Greystones;"2;"3;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271366;"2017-10-18 00:00:00;"525000;"Residential Sale;"106.0;"-6.141814;"53.2632058;"A96 K2E4;"Dun Laoghaire;"1;"3;"F;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276599;"2017-11-07 00:00:00;"530000;"Residential Sale;"105.0;"-6.2092724;"53.262547;"D18 H5V9;"Leopardstown;"3;"3;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281381;"2017-12-14 00:00:00;"305000;"Residential Sale;"159.0;"-7.1529345;"52.1732377;"X91 K3H9;"Tramore;"3;"5;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270234;"2017-10-09 00:00:00;"370000;"Residential Sale;"80.0;"-6.1291435;"53.2323171;"D18 XE27;"Shankill;"1;"3;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269381;"2017-08-29 00:00:00;"1925000;"Residential Sale;"278.7;"-6.2081599;"53.3229666;"D04 Y5A4;"Sandymount;"3;"5;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258633;"2017-07-04 00:00:00;"310000;"Residential Sale;"278.7;"-8.732176;"53.0997709;";"Fanore;"4;"5;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263854;"2017-09-01 00:00:00;"180000;"Residential Sale;"65.0;"-6.5438558;"53.1730719;"W91 E8H7;"Blessington;"1;"2;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272896;"2017-10-05 00:00:00;"435000;"Residential Sale;"85.1;"-6.2872445;"53.3151429;"D6W HF77;"Terenure;"1;"3;"F;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273356;"2017-10-24 00:00:00;"160000;"Residential Sale;"87.0;"-6.9032707;"52.837827;"R93 DC97;"Carlow Town;"2;"3;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269551;"2017-09-14 00:00:00;"211000;"Residential Sale;"109.0;"-6.364324;"53.9719922;";"Omeath;"2;"3;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260456;"2017-08-07 00:00:00;"270000;"Residential Sale;"112.5;"-8.4920508;"51.890236;";"Glasheen;"1;"4;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271790;"2017-10-04 00:00:00;"337500;"Residential Sale;"128.0;"-6.2633228;"53.3419304;";"Saggart;"3;"3;"A3;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278788;"2017-11-14 00:00:00;"128000;"Residential Sale;"92.9;"-7.3213935;"53.0491645;";"Portlaoise;"3;"3;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276082;"2017-11-15 00:00:00;"147000;"Residential Sale;"92.9;"-7.3354478;"53.2673332;"R35 D212;"Daingean;"2;"3;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277945;"2017-11-21 00:00:00;"301000;"Residential Sale;"125.0;"-8.4051811;"51.8946863;"T12 D990;"Blackrock;"3;"3;"F;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267797;"2017-09-22 00:00:00;"335000;"Residential Sale;"120.6;"-8.5201969;"51.877572;";"Bishopstown;"2;"4;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259073;"2017-07-25 00:00:00;"370000;"Residential Sale;"162.87;"-8.4434809;"51.8717065;"T12 Y6T3;"Douglas;"2;"4;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273883;"2017-07-31 00:00:00;"370000;"Residential Sale;"162.87;"-8.4434809;"51.8717065;"T12 Y6T3;"Douglas;"2;"4;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271240;"2017-10-13 00:00:00;"120000;"Residential Sale;"68.7482;"-8.2079;"54.64727;";"Mountcharles;"1;"2;"E1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268476;"2017-09-15 00:00:00;"115000;"Residential Sale;"68.7482;"-8.1194637;"54.6438347;";"Mountcharles;"1;"2;"E1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263571;"2017-08-28 00:00:00;"215000;"Residential Sale;"102.0;"-8.7458593;"51.9258162;"P12 XV83;"Blarney;"2;"3;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280531;"2017-12-04 00:00:00;"267860;"Residential Sale;"124.0;"-6.4758002;"52.3150332;";"Wexford;"3;"4;"A3;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271513;"2017-08-31 00:00:00;"550000;"Residential Sale;"232.3;"-7.603191;"52.0949689;";"Dungarvan;"8;"6;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280273;"2017-11-24 00:00:00;"1350000;"Residential Sale;"224.8;"-6.3617966;"53.3721104;"D15 NWN0;"Mountbellew;"3;"5;"F;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282055;"2017-12-05 00:00:00;"136000;"Residential Sale;"98.0;"-7.1069681;"52.2388033;"X91 WFE0;"Waterford City;"1;"3;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280814;"2017-12-08 00:00:00;"295000;"Residential Sale;"86.0;"-8.450758;"51.8892593;"T12 W9X2;"Douglas;"2;"3;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276920;"2017-11-16 00:00:00;"610000;"Residential Sale;"113.0;"-6.2139223;"53.3683791;"Dublin 3;"Raphoe;"2;"4;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264884;"2017-09-06 00:00:00;"165000;"Residential Sale;"128.0;"-7.8275296;"52.8017034;"E41 K796;"Templemore;"3;"5;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258333;"2017-06-14 00:00:00;"140000;"Residential Sale;"114.4;"-9.6189023;"52.4041146;"V92 YY61;"Lixnaw;"3;"3;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264450;"2017-08-30 00:00:00;"227500;"Residential Sale;"138.4;"-9.8068365;"53.7646088;"F28 HC61;"Louisburgh;"2;"3;"B3;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262036;"2017-07-28 00:00:00;"222500;"Residential Sale;"120.8;"-8.4927055;"51.8901469;";"Bishopstown;"1;"4;"G;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262428;"2017-08-10 00:00:00;"75000;"Residential Sale;"46.4515;"-9.6531034;"53.2407638;";"Lettermore;"1;"1;"G;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274209;"2017-10-20 00:00:00;"245000;"Residential Sale;"124.5;"-6.1529174;"52.792525;"Y14 VY36;"Arklow;"2;"4;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272189;"2017-10-20 00:00:00;"210000;"Residential Sale;"119.7;"-8.9848686;"53.2854658;"H91 AH9Y;"Doughiska;"2;"4;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272354;"2017-10-23 00:00:00;"170000;"Residential Sale;"139.4;"-9.031648;"51.705571;";"Dunmanway;"2;"3;"E1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278782;"2017-11-13 00:00:00;"160000;"Residential Sale;"108.0;"-8.2796766;"52.0807395;"P61 A977;"Rathcormac;"2;"3;"B3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283142;"2017-12-18 00:00:00;"275000;"Residential Sale;"230.0;"-9.4664116;"52.4463529;"V31 K520;"Listowel;"4;"4;"B3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279338;"2017-11-30 00:00:00;"395000;"Residential Sale;"76.2;"-6.3078854;"53.3065323;"D6W EP60;"Terenure;"2;"3;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281869;"2017-11-29 00:00:00;"170000;"Residential Sale;"123.8;"-9.7886172;"52.0963224;"V93 EE08;"Killorglin;"3;"4;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256656;"2017-05-01 00:00:00;"728499;"Residential Sale;"173.0;"-6.1902135;"53.2340623;";"Dundrum;"3;"4;"A2;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281259;"2017-12-13 00:00:00;"190000;"Residential Sale;"79.0;"-6.2937085;"53.3811979;"Dublin 11;"Finglas;"1;"3;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266087;"2017-08-04 00:00:00;"55000;"Residential Sale;"50.0;"-7.3595818;"53.9904234;";"Shercock;"1;"3;"G;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267043;"2017-09-21 00:00:00;"1800000;"Residential Sale;"324.97;"-6.2179536;"53.2966305;"A94 V0Y2;"Monivea;"4;"4;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270420;"2017-10-11 00:00:00;"210000;"Residential Sale;"127.7;"-8.5788544;"53.2017214;"H62 W571;"Loughrea;"2;"4;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275487;"2017-11-02 00:00:00;"210000;"Residential Sale;"105.0;"-6.1771558;"52.7943584;"Y14 AK06;"Arklow;"2;"3;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267295;"2017-09-01 00:00:00;"200000;"Residential Sale;"82.0;"-8.4731878;"51.9015215;";"Watercourse Road;"2;"3;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279747;"2017-12-05 00:00:00;"390000;"Residential Sale;"160.7;"-8.6288992;"51.8147242;";"Crossbarry;"3;"4;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266786;"2017-09-15 00:00:00;"182000;"Residential Sale;"133.0;"-7.1846443;"53.1674428;"R32 EY10;"Portarlington;"2;"3;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277299;"2017-11-23 00:00:00;"338000;"Residential Sale;"72.0;"-6.2740566;"53.2906586;"D14 E6X4;"Rathfarnham;"1;"2;"E2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264809;"2017-09-05 00:00:00;"60000;"Residential Sale;"110.0;"-8.0153054;"53.698928;"N39 A560;"Roscommon;"1;"4;"F;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277682;"2017-11-10 00:00:00;"279999;"Residential Sale;"133.0;"-8.8547408;"53.4366691;";"Corofin;"3;"4;"B2;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275984;"2017-11-13 00:00:00;"115000;"Residential Sale;"130.0;"-9.42212;"52.46188;";"Listowel;"1;"4;"E2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275762;"2017-11-09 00:00:00;"205000;"Residential Sale;"95.0;"-8.4928222;"51.9044311;";"Gurranabraher;"3;"2;"B3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282343;"2017-12-11 00:00:00;"780000;"Residential Sale;"333.0;"-6.4108657;"53.5100313;";"Ashbourne;"4;"5;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278833;"2017-11-16 00:00:00;"250000;"Residential Sale;"104.4;"-8.41253;"51.8924773;";"Ennis;"2;"3;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278107;"2017-11-23 00:00:00;"195000;"Residential Sale;"163.7;"-8.8544603;"53.5197076;"H54 P702;"Drumad;"1;"5;"E1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272993;"2017-10-11 00:00:00;"140000;"Residential Sale;"160.0;"-9.4868497;"52.4523425;"V31 A278;"Listowel;"2;"4;"E1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279202;"2017-11-28 00:00:00;"65000;"Residential Sale;"111.5;"-6.9735973;"52.2396725;"X91 F5X4;"Passage East;"1;"4;"G;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273514;"2017-10-27 00:00:00;"444000;"Residential Sale;"63.0;"-6.2231593;"53.3273993;"Dublin 4;"Portumna;"1;"2;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274730;"2017-11-03 00:00:00;"145000;"Residential Sale;"144.0;"-7.2304993;"52.6511455;"R95 VF13;"Kilkenny;"2;"3;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270186;"2017-10-06 00:00:00;"200000;"Residential Sale;"135.07;"-7.2877203;"53.0437488;";"Clonmel;"2;"4;"F;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269700;"2017-09-25 00:00:00;"205000;"Residential Sale;"83.1;"-6.4211888;"53.3285817;"D22 RV07;"Clondalkin;"1;"3;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272055;"2017-10-17 00:00:00;"279999;"Residential Sale;"125.0;"-6.6562072;"53.6356496;";"Dungloe;"3;"4;"B2;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279451;"2017-12-01 00:00:00;"264999;"Residential Sale;"125.0;"-6.6569464;"53.6355859;";"Dungloe;"3;"4;"B2;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265642;"2017-09-07 00:00:00;"264999;"Residential Sale;"125.0;"-6.6569464;"53.6355859;";"Dungloe;"3;"4;"B2;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265520;"2017-09-04 00:00:00;"220000;"Residential Sale;"125.0;"-6.6562072;"53.6356496;";"Dungloe;"3;"4;"B2;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269959;"2017-10-03 00:00:00;"1385000;"Residential Sale;"187.94;"-6.2675191;"53.3163942;"D06 FK25;"Rathgar;"3;"3;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260437;"2017-08-04 00:00:00;"265000;"Residential Sale;"211.0;"-6.6936884;"52.514328;";"Enniscorthy;"3;"4;"B3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266634;"2017-09-14 00:00:00;"215000;"Residential Sale;"56.0;"-6.3727634;"53.3925321;"Dublin 15;"Blanchardstown;"2;"2;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265564;"2017-09-05 00:00:00;"205000;"Residential Sale;"56.0;"-6.3697629;"53.3922014;"Dublin 15;"Blanchardstown;"2;"2;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277010;"2017-11-17 00:00:00;"267500;"Residential Sale;"125.0;"-9.5062362;"52.0509475;"V93 DHX4;"Killarney;"3;"4;"B3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267821;"2017-09-25 00:00:00;"440000;"Residential Sale;"124.0;"-6.2793584;"53.3478304;"D07 F2Y6;"Smithfield;"2;"3;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259031;"2017-07-21 00:00:00;"210000;"Residential Sale;"122.0;"-6.4888972;"53.9746662;";"Louth;"3;"4;"B3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258578;"2017-06-29 00:00:00;"242000;"Residential Sale;"166.0;"-9.0090144;"53.7162056;";"Claremorris;"3;"4;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266823;"2017-09-16 00:00:00;"247000;"Residential Sale;"171.0;"-7.4423694;"52.1463058;";"Stradbally;"3;"4;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264266;"2017-08-23 00:00:00;"375000;"Residential Sale;"107.8;"-6.4572204;"53.2459535;"Dublin 24;"Brittas;"2;"4;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257875;"2017-06-01 00:00:00;"265000;"Residential Sale;"241.5;"-8.6205597;"52.8539272;";"Killaloe;"4;"5;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265219;"2017-08-18 00:00:00;"495000;"Residential Sale;"232.3;"-6.4655102;"53.4975932;"A85 YV76;"Ratoath;"3;"5;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263602;"2017-08-28 00:00:00;"162300;"Residential Sale;"92.903;"-7.7034885;"53.3942019;";"Moate;"3;"3;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264822;"2017-09-05 00:00:00;"245000;"Residential Sale;"139.1;"-8.1716739;"51.9169562;"P25 XK10;"Midleton;"2;"4;"F;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272686;"2017-08-21 00:00:00;"226000;"Residential Sale;"75.0;"-6.1801432;"53.404221;";"Clarehall;"2;"2;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276795;"2017-11-15 00:00:00;"235000;"Residential Sale;"120.8;"-8.2279225;"51.8267835;";"Whitegate;"3;"4;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266590;"2017-09-13 00:00:00;"365000;"Residential Sale;"131.7;"-9.0752014;"53.2722418;"H91 H56A;"Rahoon;"2;"4;"E2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260360;"2017-08-03 00:00:00;"190000;"Residential Sale;"202.34;"-6.8902245;"52.3411432;"Y34 PE82;"New Ross;"2;"5;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264375;"2017-08-28 00:00:00;"440000;"Residential Sale;"88.0;"-6.2577575;"53.2913718;"D14 VA40;"Churchtown;"2;"3;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275953;"2017-11-13 00:00:00;"225000;"Residential Sale;"174.0;"-7.1547056;"52.1749409;"X91 K0N0;"Tramore;"3;"4;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269935;"2017-10-02 00:00:00;"270000;"Residential Sale;"109.0;"-8.4303499;"51.8747847;";"Douglas;"2;"3;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278488;"2017-11-30 00:00:00;"385000;"Residential Sale;"78.2;"-6.1476091;"53.2948268;";"Monkstown;"2;"2;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
